date,sku_id,quantity
2022-01-09,P0009,1209
2022-01-09,P0010,457
2022-01-09,P0011,982
2022-01-09,P0012,815
2022-01-09,P0013,730
2022-01-09,P0014,643
2022-01-09,P0015,712
2022-01-09,P0016,638
2022-01-09,P0017,1202
2022-01-09,P0018,952
2022-01-09,P0019,677
2022-01-09,P0020,1130
2022-01-10,P0001,438
2022-01-10,P0002,779
2022-01-10,P0003,191
2022-01-10,P0004,244
2022-01-10,P0005,482
2022-01-10,P0006,683
2022-01-10,P0007,787
2022-01-10,P0008,733
2022-01-10,P0009,840
2022-01-10,P0010,1039
2022-01-10,P0011,680
2022-01-10,P0012,598
2022-01-10,P0013,666
2022-01-10,P0014,791
2022-01-10,P0015,1236
2022-01-10,P0016,542
2022-01-10,P0017,653
2022-01-10,P0018,669
2022-01-10,P0019,493
2022-01-10,P0020,1063
2022-01-11,P0001,319
2022-01-11,P0002,849
2022-01-11,P0003,504
2022-01-11,P0004,912
2022-01-11,P0005,991
2022-01-11,P0006,682
2022-01-11,P0007,318
2022-01-11,P0008,419
2022-01-11,P0009,939
2022-01-11,P0010,821
2022-01-11,P0011,918
2022-01-11,P0012,751
2022-01-11,P0013,810
2022-01-11,P0014,579
2022-01-11,P0015,779
2022-01-11,P0016,574
2022-01-11,P0017,1081
2022-01-11,P0018,912
2022-01-11,P0019,587
2022-01-11,P0020,1121
2022-01-12,P0001,631
2022-01-12,P0002,810
2022-01-12,P0003,524
2022-01-12,P0004,187
2022-01-12,P0005,602
2022-01-12,P0006,695
2022-01-12,P0007,655
2022-01-12,P0008,341
2022-01-12,P0009,435
2022-01-12,P0010,230
2022-01-12,P0011,764
2022-01-12,P0012,712
2022-01-12,P0013,324
2022-01-12,P0014,684
2022-01-12,P0015,658
2022-01-12,P0016,213
2022-01-12,P0017,566
2022-01-12,P0018,645
2022-01-12,P0019,1158
2022-01-12,P0020,788
2022-01-13,P0001,633
2022-01-13,P0002,661
2022-01-13,P0003,243
2022-01-13,P0004,906
2022-01-13,P0005,899
2022-01-13,P0006,755
2022-01-13,P0007,926
2022-01-13,P0008,684
2022-01-13,P0009,775
2022-01-13,P0010,759
2022-01-13,P0011,426
2022-01-13,P0012,360
2022-01-13,P0013,768
2022-01-13,P0014,203
2022-01-13,P0015,1032
2022-01-13,P0016,319
2022-01-13,P0017,285
2022-01-13,P0018,299
2022-01-13,P0019,1312
2022-01-13,P0020,447
2022-01-14,P0001,400
2022-01-14,P0002,580
2022-01-14,P0003,447
2022-01-14,P0004,572
2022-01-14,P0005,546
2022-01-14,P0006,431
2022-01-14,P0007,572
2022-01-14,P0008,643
2022-01-14,P0009,840
2022-01-14,P0010,810
2022-01-14,P0011,657
2022-01-14,P0012,448
2022-01-14,P0013,1050
2022-01-14,P0014,688
2022-01-14,P0015,786
2022-01-14,P0016,733
2022-01-14,P0017,687
2022-01-14,P0018,879
2022-01-14,P0019,822
2022-01-14,P0020,565
2022-01-15,P0001,586
2022-01-15,P0002,870
2022-01-15,P0003,811
2022-01-15,P0004,797
2022-01-15,P0005,514
2022-01-15,P0006,409
2022-01-15,P0007,585
2022-01-15,P0008,547
2022-01-15,P0009,687
2022-01-15,P0010,947
2022-01-15,P0011,968
2022-01-15,P0012,626
2022-01-15,P0013,510
2022-01-15,P0014,699
2022-01-15,P0015,1018
2022-01-15,P0016,897
2022-01-15,P0017,347
2022-01-15,P0018,429
2022-01-15,P0019,600
2022-01-15,P0020,906
2022-01-16,P0001,550
2022-01-16,P0002,588
2022-01-16,P0003,1050
2022-01-16,P0004,900
2022-01-16,P0005,340
2022-01-16,P0006,947
2022-01-16,P0007,727
2022-01-16,P0008,552
2022-01-16,P0009,795
2022-01-16,P0010,693
2022-01-16,P0011,1123
2022-01-16,P0012,602
2022-01-16,P0013,974
2022-01-16,P0014,784
2022-01-16,P0015,443
2022-01-16,P0016,1215
2022-01-16,P0017,785
2022-01-16,P0018,603
2022-01-16,P0019,887
2022-01-16,P0020,1045
2022-01-17,P0001,556
2022-01-17,P0002,667
2022-01-17,P0003,783
2022-01-17,P0004,786
2022-01-17,P0005,879
2022-01-17,P0006,683
2022-01-17,P0007,767
2022-01-17,P0008,852
2022-01-17,P0009,726
2022-01-17,P0010,271
2022-01-17,P0011,571
2022-01-17,P0012,520
2022-01-17,P0013,533
2022-01-17,P0014,529
2022-01-17,P0015,739
2022-01-17,P0016,602
2022-01-17,P0017,1004
2022-01-17,P0018,731
2022-01-17,P0019,516
2022-01-17,P0020,424
2022-01-18,P0001,808
2022-01-18,P0002,418
2022-01-18,P0003,787
2022-01-18,P0004,903
2022-01-18,P0005,387
2022-01-18,P0006,784
2022-01-18,P0007,815
2022-01-18,P0008,671
2022-01-18,P0009,1030
2022-01-18,P0010,991
2022-01-18,P0011,935
2022-01-18,P0012,716
2022-01-18,P0013,302
2022-01-18,P0014,902
2022-01-18,P0015,681
2022-01-18,P0016,537
2022-01-18,P0017,361
2022-01-18,P0018,711
2022-01-18,P0019,467
2022-01-18,P0020,873
2022-01-19,P0001,970
2022-01-19,P0002,1053
2022-01-19,P0003,773
2022-01-19,P0004,749
2022-01-19,P0005,593
2022-01-19,P0006,408
2022-01-19,P0007,868
2022-01-19,P0008,276
2022-01-19,P0009,466
2022-01-19,P0010,542
2022-01-19,P0011,763
2022-01-19,P0012,405
2022-01-19,P0013,613
2022-01-19,P0014,1124
2022-01-19,P0015,1100
2022-01-19,P0016,273
2022-01-19,P0017,1028
2022-01-19,P0018,981
2022-01-19,P0019,690
2022-01-19,P0020,372
2022-01-20,P0001,454
2022-01-20,P0002,891
2022-01-20,P0003,690
2022-01-20,P0004,869
2022-01-20,P0005,1240
2022-01-20,P0006,594
2022-01-20,P0007,630
2022-01-20,P0008,588
2022-01-20,P0009,1263
2022-01-20,P0010,918
2022-01-20,P0011,750
2022-01-20,P0012,684
2022-01-20,P0013,528
2022-01-20,P0014,583
2022-01-20,P0015,390
2022-01-20,P0016,809
2022-01-20,P0017,1103
2022-01-20,P0018,540
2022-01-20,P0019,608
2022-01-20,P0020,462
2022-01-21,P0001,810
2022-01-21,P0002,636
2022-01-21,P0003,354
2022-01-21,P0004,952
2022-01-21,P0005,690
2022-01-21,P0006,482
2022-01-21,P0007,683
2022-01-21,P0008,709
2022-01-21,P0009,709
2022-01-21,P0010,460
2022-01-21,P0011,533
2022-01-21,P0012,1150
2022-01-21,P0013,297
2022-01-21,P0014,630
2022-01-21,P0015,383
2022-01-21,P0016,599
2022-01-21,P0017,906
2022-01-21,P0018,582
2022-01-21,P0019,570
2022-01-21,P0020,511
2022-01-22,P0001,644
2022-01-22,P0002,609
2022-01-22,P0003,422
2022-01-22,P0004,729
2022-01-22,P0005,961
2022-01-22,P0006,1141
2022-01-22,P0007,347
2022-01-22,P0008,762
2022-01-22,P0009,892
2022-01-22,P0010,835
2022-01-22,P0011,553
2022-01-22,P0012,769
2022-01-22,P0013,606
2022-01-22,P0014,370
2022-01-22,P0015,910
2022-01-22,P0016,753
2022-01-22,P0017,609
2022-01-22,P0018,1094
2022-01-22,P0019,1342
2022-01-22,P0020,482
2022-01-23,P0001,678
2022-01-23,P0002,716
2022-01-23,P0003,833
2022-01-23,P0004,802
2022-01-23,P0005,520
2022-01-23,P0006,289
2022-01-23,P0007,620
2022-01-23,P0008,590
2022-01-23,P0009,652
2022-01-23,P0010,1047
2022-01-23,P0011,636
2022-01-23,P0012,518
2022-01-23,P0013,446
2022-01-23,P0014,622
2022-01-23,P0015,791
2022-01-23,P0016,293
2022-01-23,P0017,1064
2022-01-23,P0018,479
2022-01-23,P0019,454
2022-01-23,P0020,600
2022-01-24,P0001,692
2022-01-24,P0002,896
2022-01-24,P0003,903
2022-01-24,P0004,244
2022-01-24,P0005,536
2022-01-24,P0006,730
2022-01-24,P0007,1198
2022-01-24,P0008,490
2022-01-24,P0009,611
2022-01-24,P0010,507
2022-01-24,P0011,373
2022-01-24,P0012,397
2022-01-24,P0013,512
2022-01-24,P0014,351
2022-01-24,P0015,629
2022-01-24,P0016,297
2022-01-24,P0017,403
2022-01-24,P0018,470
2022-01-24,P0019,743
2022-01-24,P0020,295
2022-01-25,P0001,853
2022-01-25,P0002,618
2022-01-25,P0003,853
2022-01-25,P0004,684
2022-01-25,P0005,727
2022-01-25,P0006,650
2022-01-25,P0007,1148
2022-01-25,P0008,714
2022-01-25,P0009,699
2022-01-25,P0010,799
2022-01-25,P0011,356
2022-01-25,P0012,891
2022-01-25,P0013,277
2022-01-25,P0014,597
2022-01-25,P0015,870
2022-01-25,P0016,904
2022-01-25,P0017,446
2022-01-25,P0018,850
2022-01-25,P0019,370
2022-01-25,P0020,639
2022-01-26,P0001,415
2022-01-26,P0002,376
2022-01-26,P0003,564
2022-01-26,P0004,551
2022-01-26,P0005,784
2022-01-26,P0006,1067
2022-01-26,P0007,405
2022-01-26,P0008,568
2022-01-26,P0009,628
2022-01-26,P0010,566
2022-01-26,P0011,346
2022-01-26,P0012,552
2022-01-26,P0013,1086
2022-01-26,P0014,1202
2022-01-26,P0015,613
2022-01-26,P0016,805
2022-01-26,P0017,995
2022-01-26,P0018,464
2022-01-26,P0019,550
2022-01-26,P0020,1143
2022-01-27,P0001,1184
2022-01-27,P0002,671
2022-01-27,P0003,352
2022-01-27,P0004,1024
2022-01-27,P0005,563
2022-01-27,P0006,682
2022-01-27,P0007,570
2022-01-27,P0008,491
2022-01-27,P0009,709
2022-01-27,P0010,861
2022-01-27,P0011,654
2022-01-27,P0012,304
2022-01-27,P0013,563
2022-01-27,P0014,865
2022-01-27,P0015,644
2022-01-27,P0016,653
2022-01-27,P0017,317
2022-01-27,P0018,1019
2022-01-27,P0019,823
2022-01-27,P0020,812
2022-01-28,P0001,591
2022-01-28,P0002,309
2022-01-28,P0003,726
2022-01-28,P0004,1339
2022-01-28,P0005,853
2022-01-28,P0006,1019
2022-01-28,P0007,457
2022-01-28,P0008,528
2022-01-28,P0009,625
2022-01-28,P0010,980
2022-01-28,P0011,331
2022-01-28,P0012,1128
2022-01-28,P0013,612
2022-01-28,P0014,811
2022-01-28,P0015,679
2022-01-28,P0016,168
2022-01-28,P0017,514
2022-01-28,P0018,915
2022-01-28,P0019,348
2022-01-28,P0020,229
2022-01-29,P0001,642
2022-01-29,P0002,476
2022-01-29,P0003,404
2022-01-29,P0004,662
2022-01-29,P0005,381
2022-01-29,P0006,1204
2022-01-29,P0007,1037
2022-01-29,P0008,491
2022-01-29,P0009,153
2022-01-29,P0010,727
2022-01-29,P0011,902
2022-01-29,P0012,423
2022-01-29,P0013,1222
2022-01-29,P0014,468
2022-01-29,P0015,510
2022-01-29,P0016,585
2022-01-29,P0017,465
2022-01-29,P0018,901
2022-01-29,P0019,804
2022-01-29,P0020,712
2022-01-30,P0001,626
2022-01-30,P0002,589
2022-01-30,P0003,1051
2022-01-30,P0004,757
2022-01-30,P0005,635
2022-01-30,P0006,380
2022-01-30,P0007,1072
2022-01-30,P0008,963
2022-01-30,P0009,633
2022-01-30,P0010,428
2022-01-30,P0011,1003
2022-01-30,P0012,586
2022-01-30,P0013,675
2022-01-30,P0014,479
2022-01-30,P0015,973
2022-01-30,P0016,149
2022-01-30,P0017,822
2022-01-30,P0018,777
2022-01-30,P0019,441
2022-01-30,P0020,955
2022-01-31,P0001,702
2022-01-31,P0002,989
2022-01-31,P0003,678
2022-01-31,P0004,730
2022-01-31,P0005,860
2022-01-31,P0006,765
2022-01-31,P0007,825
2022-01-31,P0008,386
2022-01-31,P0009,590
2022-01-31,P0010,806
2022-01-31,P0011,661
2022-01-31,P0012,499
2022-01-31,P0013,488
2022-01-31,P0014,630
2022-01-31,P0015,867
2022-01-31,P0016,905
2022-01-31,P0017,823
2022-01-31,P0018,483
2022-01-31,P0019,212
2022-01-31,P0020,288
2022-02-01,P0001,1115
2022-02-01,P0002,349
2022-02-01,P0003,936
2022-02-01,P0004,1059
2022-02-01,P0005,575
2022-02-01,P0006,363
2022-02-01,P0007,553
2022-02-01,P0008,727
2022-02-01,P0009,722
2022-02-01,P0010,354
2022-02-01,P0011,387
2022-02-01,P0012,612
2022-02-01,P0013,734
2022-02-01,P0014,771
2022-02-01,P0015,884
2022-02-01,P0016,892
2022-02-01,P0017,1174
2022-02-01,P0018,776
2022-02-01,P0019,509
2022-02-01,P0020,360
2022-02-02,P0001,573
2022-02-02,P0002,787
2022-02-02,P0003,616
2022-02-02,P0004,774
2022-02-02,P0005,170
2022-02-02,P0006,776
2022-02-02,P0007,1146
2022-02-02,P0008,477
2022-02-02,P0009,394
2022-02-02,P0010,990
2022-02-02,P0011,712
2022-02-02,P0012,804
2022-02-02,P0013,889
2022-02-02,P0014,898
2022-02-02,P0015,633
2022-02-02,P0016,674
2022-02-02,P0017,785
2022-02-02,P0018,670
2022-02-02,P0019,769
2022-02-02,P0020,1010
2022-02-03,P0001,460
2022-02-03,P0002,956
2022-02-03,P0003,398
2022-02-03,P0004,655
2022-02-03,P0005,1142
2022-02-03,P0006,819
2022-02-03,P0007,430
2022-02-03,P0008,876
2022-02-03,P0009,645
2022-02-03,P0010,470
2022-02-03,P0011,511
2022-02-03,P0012,640
2022-02-03,P0013,211
2022-02-03,P0014,770
2022-02-03,P0015,515
2022-02-03,P0016,620
2022-02-03,P0017,797
2022-02-03,P0018,453
2022-02-03,P0019,585
2022-02-03,P0020,821
2022-02-04,P0001,708
2022-02-04,P0002,535
2022-02-04,P0003,530
2022-02-04,P0004,636
2022-02-04,P0005,982
2022-02-04,P0006,387
2022-02-04,P0007,745
2022-02-04,P0008,633
2022-02-04,P0009,604
2022-02-04,P0010,678
2022-02-04,P0011,792
2022-02-04,P0012,581
2022-02-04,P0013,588
2022-02-04,P0014,865
2022-02-04,P0015,379
2022-02-04,P0016,136
2022-02-04,P0017,880
2022-02-04,P0018,923
2022-02-04,P0019,835
2022-02-04,P0020,487
2022-02-05,P0001,600
2022-02-05,P0002,822
2022-02-05,P0003,834
2022-02-05,P0004,735
2022-02-05,P0005,845
2022-02-05,P0006,429
2022-02-05,P0007,1195
2022-02-05,P0008,938
2022-02-05,P0009,592
2022-02-05,P0010,920
2022-02-05,P0011,946
2022-02-05,P0012,697
2022-02-05,P0013,320
2022-02-05,P0014,569
2022-02-05,P0015,1287
2022-02-05,P0016,881
2022-02-05,P0017,202
2022-02-05,P0018,1212
2022-02-05,P0019,504
2022-02-05,P0020,573
2022-02-06,P0001,1095
2022-02-06,P0002,405
2022-02-06,P0003,622
2022-02-06,P0004,689
2022-02-06,P0005,914
2022-02-06,P0006,1087
2022-02-06,P0007,561
2022-02-06,P0008,543
2022-02-06,P0009,879
2022-02-06,P0010,757
2022-02-06,P0011,676
2022-02-06,P0012,552
2022-02-06,P0013,837
2022-02-06,P0014,858
2022-02-06,P0015,655
2022-02-06,P0016,724
2022-02-06,P0017,393
2022-02-06,P0018,478
2022-02-06,P0019,404
2022-02-06,P0020,798
2022-02-07,P0001,783
2022-02-07,P0002,786
2022-02-07,P0003,963
2022-02-07,P0004,520
2022-02-07,P0005,284
2022-02-07,P0006,790
2022-02-07,P0007,947
2022-02-07,P0008,535
2022-02-07,P0009,525
2022-02-07,P0010,699
2022-02-07,P0011,545
2022-02-07,P0012,1155
2022-02-07,P0013,718
2022-02-07,P0014,496
2022-02-07,P0015,485
2022-02-07,P0016,319
2022-02-07,P0017,1053
2022-02-07,P0018,930
2022-02-07,P0019,584
2022-02-07,P0020,506
2022-02-08,P0001,459
2022-02-08,P0002,836
2022-02-08,P0003,957
2022-02-08,P0004,615
2022-02-08,P0005,947
2022-02-08,P0006,406
2022-02-08,P0007,936
2022-02-08,P0008,355
2022-02-08,P0009,435
2022-02-08,P0010,601
2022-02-08,P0011,287
2022-02-08,P0012,745
2022-02-08,P0013,657
2022-02-08,P0014,828
2022-02-08,P0015,317
2022-02-08,P0016,712
2022-02-08,P0017,963
2022-02-08,P0018,514
2022-02-08,P0019,1560
2022-02-08,P0020,974
2022-02-09,P0001,673
2022-02-09,P0002,925
2022-02-09,P0003,692
2022-02-09,P0004,585
2022-02-09,P0005,401
2022-02-09,P0006,266
2022-02-09,P0007,919
2022-02-09,P0008,414
2022-02-09,P0009,474
2022-02-09,P0010,676
2022-02-09,P0011,1019
2022-02-09,P0012,324
2022-02-09,P0013,835
2022-02-09,P0014,1166
2022-02-09,P0015,793
2022-02-09,P0016,603
2022-02-09,P0017,992
2022-02-09,P0018,887
2022-02-09,P0019,455
2022-02-09,P0020,654
2022-02-10,P0001,1088
2022-02-10,P0002,475
2022-02-10,P0003,797
2022-02-10,P0004,655
2022-02-10,P0005,305
2022-02-10,P0006,1392
2022-02-10,P0007,764
2022-02-10,P0008,561
2022-02-10,P0009,986
2022-02-10,P0010,470
2022-02-10,P0011,890
2022-02-10,P0012,616
2022-02-10,P0013,1043
2022-02-10,P0014,894
2022-02-10,P0015,947
2022-02-10,P0016,368
2022-02-10,P0017,245
2022-02-10,P0018,739
2022-02-10,P0019,615
2022-02-10,P0020,562
2022-02-11,P0001,522
2022-02-11,P0002,614
2022-02-11,P0003,679
2022-02-11,P0004,932
2022-02-11,P0005,672
2022-02-11,P0006,474
2022-02-11,P0007,405
2022-02-11,P0008,865
2022-02-11,P0009,1442
2022-02-11,P0010,803
2022-02-11,P0011,795
2022-02-11,P0012,724
2022-02-11,P0013,850
2022-02-11,P0014,880
2022-02-11,P0015,1187
2022-02-11,P0016,722
2022-02-11,P0017,816
2022-02-11,P0018,642
2022-02-11,P0019,1049
2022-02-11,P0020,597
2022-02-12,P0001,347
2022-02-12,P0002,514
2022-02-12,P0003,489
2022-02-12,P0004,1237
2022-02-12,P0005,966
2022-02-12,P0006,799
2022-02-12,P0007,626
2022-02-12,P0008,1120
2022-02-12,P0009,564
2022-02-12,P0010,734
2022-02-12,P0011,1138
2022-02-12,P0012,1182
2022-02-12,P0013,321
2022-02-12,P0014,493
2022-02-12,P0015,606
2022-02-12,P0016,695
2022-02-12,P0017,532
2022-02-12,P0018,371
2022-02-12,P0019,944
2022-02-12,P0020,171
2022-02-13,P0001,270
2022-02-13,P0002,664
2022-02-13,P0003,566
2022-02-13,P0004,646
2022-02-13,P0005,491
2022-02-13,P0006,544
2022-02-13,P0007,348
2022-02-13,P0008,411
2022-02-13,P0009,484
2022-02-13,P0010,235
2022-02-13,P0011,580
2022-02-13,P0012,700
2022-02-13,P0013,935
2022-02-13,P0014,795
2022-02-13,P0015,652
2022-02-13,P0016,583
2022-02-13,P0017,438
2022-02-13,P0018,388
2022-02-13,P0019,610
2022-02-13,P0020,637
2022-02-14,P0001,701
2022-02-14,P0002,821
2022-02-14,P0003,619
2022-02-14,P0004,918
2022-02-14,P0005,878
2022-02-14,P0006,909
2022-02-14,P0007,676
2022-02-14,P0008,485
2022-02-14,P0009,490
2022-02-14,P0010,635
2022-02-14,P0011,1010
2022-02-14,P0012,342
2022-02-14,P0013,1324
2022-02-14,P0014,344
2022-02-14,P0015,807
2022-02-14,P0016,738
2022-02-14,P0017,489
2022-02-14,P0018,494
2022-02-14,P0019,814
2022-02-14,P0020,286
2022-02-15,P0001,655
2022-02-15,P0002,229
2022-02-15,P0003,1034
2022-02-15,P0004,813
2022-02-15,P0005,657
2022-02-15,P0006,399
2022-02-15,P0007,871
2022-02-15,P0008,612
2022-02-15,P0009,412
2022-02-15,P0010,423
2022-02-15,P0011,994
2022-02-15,P0012,264
2022-02-15,P0013,668
2022-02-15,P0014,1184
2022-02-15,P0015,692
2022-02-15,P0016,1344
2022-02-15,P0017,1242
2022-02-15,P0018,487
2022-02-15,P0019,608
2022-02-15,P0020,388
2022-02-16,P0001,1317
2022-02-16,P0002,1010
2022-02-16,P0003,667
2022-02-16,P0004,1094
2022-02-16,P0005,776
2022-02-16,P0006,684
2022-02-16,P0007,436
2022-02-16,P0008,175
2022-02-16,P0009,757
2022-02-16,P0010,797
2022-02-16,P0011,581
2022-02-16,P0012,1025
2022-02-16,P0013,716
2022-02-16,P0014,1407
2022-02-16,P0015,867
2022-02-16,P0016,1151
2022-02-16,P0017,663
2022-02-16,P0018,915
2022-02-16,P0019,741
2022-02-16,P0020,416
2022-02-17,P0001,268
2022-02-17,P0002,848
2022-02-17,P0003,783
2022-02-17,P0004,616
2022-02-17,P0005,412
2022-02-17,P0006,1069
2022-02-17,P0007,304
2022-02-17,P0008,848
2022-02-17,P0009,1142
2022-02-17,P0010,1298
2022-02-17,P0011,983
2022-02-17,P0012,713
2022-02-17,P0013,713
2022-02-17,P0014,406
2022-02-17,P0015,466
2022-02-17,P0016,570
2022-02-17,P0017,242
2022-02-17,P0018,465
2022-02-17,P0019,899
2022-02-17,P0020,568
2022-02-18,P0001,798
2022-02-18,P0002,935
2022-02-18,P0003,966
2022-02-18,P0004,490
2022-02-18,P0005,532
2022-02-18,P0006,1170
2022-02-18,P0007,612
2022-02-18,P0008,1168
2022-02-18,P0009,1069
2022-02-18,P0010,496
2022-02-18,P0011,822
2022-02-18,P0012,817
2022-02-18,P0013,382
2022-02-18,P0014,464
2022-02-18,P0015,458
2022-02-18,P0016,921
2022-02-18,P0017,1192
2022-02-18,P0018,740
2022-02-18,P0019,458
2022-02-18,P0020,551
2022-02-19,P0001,738
2022-02-19,P0002,564
2022-02-19,P0003,625
2022-02-19,P0004,564
2022-02-19,P0005,840
2022-02-19,P0006,569
2022-02-19,P0007,464
2022-02-19,P0008,965
2022-02-19,P0009,896
2022-02-19,P0010,589
2022-02-19,P0011,592
2022-02-19,P0012,821
2022-02-19,P0013,564
2022-02-19,P0014,466
2022-02-19,P0015,338
2022-02-19,P0016,249
2022-02-19,P0017,588
2022-02-19,P0018,441
2022-02-19,P0019,501
2022-02-19,P0020,770
2022-02-20,P0001,320
2022-02-20,P0002,591
2022-02-20,P0003,795
2022-02-20,P0004,1209
2022-02-20,P0005,547
2022-02-20,P0006,696
2022-02-20,P0007,343
2022-02-20,P0008,394
2022-02-20,P0009,706
2022-02-20,P0010,623
2022-02-20,P0011,653
2022-02-20,P0012,496
2022-02-20,P0013,1078
2022-02-20,P0014,341
2022-02-20,P0015,840
2022-02-20,P0016,651
2022-02-20,P0017,1058
2022-02-20,P0018,444
2022-02-20,P0019,502
2022-02-20,P0020,1249
2022-02-21,P0001,849
2022-02-21,P0002,437
2022-02-21,P0003,620
2022-02-21,P0004,565
2022-02-21,P0005,550
2022-02-21,P0006,584
2022-02-21,P0007,1015
2022-02-21,P0008,740
2022-02-21,P0009,328
2022-02-21,P0010,508
2022-02-21,P0011,599
2022-02-21,P0012,699
2022-02-21,P0013,602
2022-02-21,P0014,956
2022-02-21,P0015,520
2022-02-21,P0016,1082
2022-02-21,P0017,357
2022-02-21,P0018,424
2022-02-21,P0019,489
2022-02-21,P0020,872
2022-02-22,P0001,626
2022-02-22,P0002,904
2022-02-22,P0003,549
2022-02-22,P0004,822
2022-02-22,P0005,466
2022-02-22,P0006,840
2022-02-22,P0007,842
2022-02-22,P0008,572
2022-02-22,P0009,527
2022-02-22,P0010,903
2022-02-22,P0011,715
2022-02-22,P0012,582
2022-02-22,P0013,997
2022-02-22,P0014,842
2022-02-22,P0015,397
2022-02-22,P0016,860
2022-02-22,P0017,862
2022-02-22,P0018,922
2022-02-22,P0019,820
2022-02-22,P0020,469
2022-02-23,P0001,524
2022-02-23,P0002,841
2022-02-23,P0003,766
2022-02-23,P0004,890
2022-02-23,P0005,723
2022-02-23,P0006,390
